Income,Credit Score,Loan Amount,Decision
88739,749,79395,Approve
103602,838,100338,Reject
42089,671,134946,Reject
62600,653,84208,Reject
76176,736,99757,Approve
38167,742,89385,Reject
108352,647,85285,Reject
51164,747,42814,Approve
115965,762,140862,Reject
61415,700,66767,Reject
103653,794,24616,Approve
101895,659,110100,Reject
109900,697,86251,Reject
105829,761,119947,Reject
88650,699,85659,Reject
88981,698,103693,Reject
104868,672,111033,Reject
30615,821,87713,Reject
75612,718,76041,Approve
107937,781,84003,Approve
71936,727,37887,Approve
59372,817,66811,Approve
97875,739,35109,Approve
111782,687,123965,Reject
91700,704,76246,Approve
38109,618,83387,Reject
53758,835,111964,Reject
118627,679,22124,Reject
43317,625,121558,Reject
112298,750,87949,Approve
99001,720,40771,Approve
81423,632,26089,Reject
55622,705,25833,Approve
36800,784,35748,Reject
65539,629,69308,Reject
32600,750,62083,Reject
101054,801,41387,Approve
115163,725,91289,Approve
59369,635,135605,Reject
46689,724,99674,Reject
111459,822,124557,Reject
68469,834,21702,Approve
30958,723,54433,Reject
90012,813,41773,Approve
99074,770,32425,Approve
90021,834,141851,Reject
118940,845,58575,Approve
80782,829,104031,Reject
105519,838,40098,Approve
89315,793,145434,Reject
54642,780,92519,Approve
109003,814,41494,Approve
30205,717,148699,Reject
42442,826,96752,Reject
35691,722,130531,Reject
68909,787,145716,Reject
49504,636,22397,Reject
94270,660,46770,Reject
88051,695,58222,Reject
68798,719,70707,Approve
79330,834,101721,Reject
117087,780,113737,Reject
108919,611,96637,Reject
112032,721,69033,Approve
71716,634,90038,Reject
104624,832,85879,Approve
76982,666,98475,Reject
57444,825,87080,Approve
54734,637,35950,Reject
71745,623,89532,Reject
64571,829,116081,Reject
45389,680,68787,Reject
114218,767,108768,Reject
75038,792,80162,Approve
102795,784,148135,Reject
75168,671,110150,Reject
108082,845,115551,Reject
97690,678,122686,Reject
104302,713,126350,Reject
41230,644,147943,Reject
113301,816,82926,Approve
35902,799,24986,Reject
96758,724,98485,Approve
57050,843,105343,Reject
104586,695,94756,Reject
99110,841,20235,Approve
106693,612,149259,Reject
49575,709,27993,Reject
88940,806,111080,Reject
70244,605,34836,Reject
113481,696,90760,Reject
44962,670,103150,Reject
107332,824,53006,Approve
54450,646,111966,Reject
83494,692,41308,Reject
75037,829,85587,Approve
113040,700,46731,Reject
60041,643,95108,Reject
40715,631,86592,Reject
51803,849,110133,Reject
98906,602,28498,Reject
91726,781,65066,Approve
31908,683,66718,Reject
67075,805,109529,Reject
94587,819,38993,Approve
83648,765,32485,Approve
51134,603,89136,Reject
86143,806,103885,Reject
99123,744,66123,Approve
75153,764,66264,Approve
32413,687,92068,Reject
52555,829,65606,Approve
40952,705,56346,Reject
98993,704,123865,Reject
104000,635,55311,Reject
96686,657,135192,Reject
62264,768,143016,Reject
77553,607,107004,Reject
84359,794,62262,Approve
39808,757,73166,Reject
82330,685,59075,Reject
68345,779,56382,Approve
99617,696,98675,Reject
69222,752,123446,Reject
87755,779,75223,Approve
38933,658,24806,Reject
98207,629,69658,Reject
73739,700,49357,Reject
77738,666,78877,Reject
114544,731,130137,Reject
51883,692,73155,Reject
73401,784,78051,Approve
45380,662,144503,Reject
48212,631,93147,Reject
58174,686,147117,Reject
36861,847,46904,Reject
36094,810,96742,Reject
81319,806,117486,Reject
76728,650,21707,Reject
54363,662,94029,Reject
117846,679,71596,Reject
69300,686,94045,Reject
84808,831,42290,Approve
35943,709,104875,Reject
110105,700,39311,Reject
72616,728,70009,Approve
104329,618,68175,Reject
55287,700,22720,Reject
63971,762,55790,Approve
86152,790,94404,Approve
72351,693,101285,Reject
90040,680,135066,Reject
118559,702,110328,Reject
90616,712,97428,Approve
53897,753,47472,Approve
53010,612,42442,Reject
70154,717,43802,Approve
50114,685,74115,Reject
49050,837,32721,Reject
51125,622,90387,Reject
80396,835,55757,Approve
74846,706,56598,Approve
50396,824,48232,Approve
118116,818,58171,Approve
68973,762,46082,Approve
53574,611,125154,Reject
43869,736,111402,Reject
96194,825,21939,Approve
92167,677,139382,Reject
86147,828,51989,Approve
42122,666,109245,Reject
73827,707,93251,Approve
43335,643,93963,Reject
93576,788,128279,Reject
51677,748,142315,Reject
58223,606,122499,Reject
59814,727,88322,Approve
113611,696,34454,Reject
73185,826,21377,Approve
106794,610,55523,Reject
105675,772,50807,Approve
72325,759,38467,Approve
70503,813,57177,Approve
49514,846,32287,Reject
86196,705,68667,Approve
50917,682,32838,Reject
84699,635,52065,Reject
80119,717,124874,Reject
113324,764,122916,Reject
55061,802,75259,Approve
39947,640,112812,Reject
111080,804,68867,Approve
115550,691,56872,Reject
110331,648,84870,Reject
62632,742,138237,Reject
49352,740,138840,Reject
53653,652,30522,Reject
97115,706,134108,Reject
73755,632,49132,Reject
101988,799,60425,Approve
67921,718,25478,Approve
89003,631,113873,Reject
110876,828,79355,Approve
76668,717,71793,Approve
85175,775,25025,Approve
77738,795,27764,Approve
83452,784,87648,Approve
98323,661,89036,Reject
76149,842,115062,Reject
45839,681,51521,Reject
32155,814,124291,Reject
37019,820,60392,Reject
84512,729,48807,Approve
91690,676,82201,Reject
116150,615,94737,Reject
56190,845,38013,Approve
40928,722,31311,Reject
78425,607,50627,Reject
104134,746,100483,Reject
116117,759,29041,Approve
78974,666,76513,Reject
77796,714,91796,Approve
78743,712,43306,Approve
109455,631,63827,Reject
100035,704,109086,Reject
67677,812,112151,Reject
86321,624,31427,Reject
88973,652,118782,Reject
82414,846,54078,Approve
55602,680,98359,Reject
59692,624,51213,Reject
78750,632,149428,Reject
51760,630,104063,Reject
98456,635,82960,Reject
54085,686,83741,Reject
93964,722,118717,Reject
52925,838,79000,Approve
35615,835,47207,Reject
67083,816,23936,Approve
98319,776,110107,Reject
39605,643,103314,Reject
74608,647,71775,Reject
49192,757,38674,Reject
33331,612,69790,Reject
81330,770,129940,Reject
79949,838,34374,Approve
98382,820,116128,Reject
67586,743,135040,Reject
82243,829,147401,Reject
88618,690,129644,Reject
108311,753,35317,Approve
37549,802,49181,Reject
82494,774,31780,Approve
117973,764,102059,Reject
53958,730,126747,Reject
119779,753,94396,Approve
67538,825,72994,Approve
35833,824,143196,Reject
53386,742,40402,Approve
101778,665,83907,Reject
54832,627,137614,Reject
107857,724,43276,Approve
68930,811,92778,Approve
62407,765,144889,Reject
34073,771,113057,Reject
47667,780,21052,Reject
46035,679,35400,Reject
36732,837,81980,Reject
85097,731,105483,Reject
33487,671,45699,Reject
87702,643,54111,Reject
115107,718,102489,Reject
59075,645,114930,Reject
101031,683,81065,Reject
114217,625,142378,Reject
44781,695,101798,Reject
69865,612,89452,Reject
38469,724,94728,Reject
75167,668,55691,Reject
111738,771,128732,Reject
49928,833,122849,Reject
106521,780,67197,Approve
69599,650,122229,Reject
46775,612,72404,Reject
96504,768,80736,Approve
105918,738,145210,Reject
100687,764,43942,Approve
56804,659,88928,Reject
62259,631,39001,Reject
116284,772,48696,Approve
115227,833,42319,Approve
73560,617,57123,Reject
57256,692,71165,Reject
36125,806,38311,Reject
34370,747,47120,Reject
34838,643,123636,Reject
87429,763,42642,Approve
33134,796,90083,Reject
73199,831,49371,Approve
107092,636,125219,Reject
63822,760,105639,Reject
50113,809,134153,Reject
93594,726,97401,Approve
32669,618,85244,Reject
79427,778,95279,Approve
111617,631,54450,Reject
42938,705,102304,Reject
35717,621,106628,Reject
107818,832,132033,Reject
77659,721,121340,Reject
94575,728,95994,Approve
109737,653,43407,Reject
46289,816,90188,Reject
54406,747,24445,Approve
42873,657,102309,Reject
112048,762,133443,Reject
53461,836,51096,Approve
50710,669,137606,Reject
115488,797,136801,Reject
43448,788,21142,Reject
45198,841,69897,Reject
103158,662,85485,Reject
97938,828,108071,Reject
80799,840,87266,Approve
64961,788,83202,Approve
73007,848,81466,Approve
95470,784,106305,Reject
82256,602,24123,Reject
50739,828,88766,Approve
114054,822,129712,Reject
88186,698,38898,Reject
56547,846,136457,Reject
115823,644,61067,Reject
81431,742,65946,Approve
55476,616,137174,Reject
108411,742,138986,Reject
40686,604,94504,Reject
47536,813,82429,Reject
64062,773,27992,Approve
78216,610,141132,Reject
55041,791,75173,Approve
61653,691,30125,Reject
51673,741,42430,Approve
40367,638,94165,Reject
49629,794,29226,Reject
118636,782,37220,Approve
102190,843,24702,Approve
55063,641,20641,Reject
49322,802,55942,Reject
114546,693,103728,Reject
42693,829,142341,Reject
39241,604,75405,Reject
59778,651,23875,Reject
42651,749,61602,Reject
55966,804,94430,Approve
39275,643,85322,Reject
75606,842,88384,Approve
31658,714,36077,Reject
102468,812,145797,Reject
44248,786,23612,Reject
54437,828,92598,Approve
69727,752,128218,Reject
48201,726,78192,Reject
71150,715,120858,Reject
119891,748,108240,Reject
44999,819,86998,Reject
36376,791,75114,Reject
81673,832,59579,Approve
33476,667,48405,Reject
99902,820,97510,Approve
107994,646,118814,Reject
92878,726,54924,Approve
50615,634,22919,Reject
41164,814,107111,Reject
69316,606,92168,Reject
98560,783,94460,Approve
59559,715,83768,Approve
92968,651,63910,Reject
96800,709,130456,Reject
39047,645,54005,Reject
74985,736,103400,Reject
102123,785,30657,Approve
36577,622,38394,Reject
113171,730,92433,Approve
33870,726,58397,Reject
64094,788,139445,Reject
85329,608,43874,Reject
39217,652,49873,Reject
113138,795,104655,Reject
96141,776,138887,Reject
52343,816,43670,Approve
80822,797,30951,Approve
43003,647,84069,Reject
89538,722,75352,Approve
62089,681,35768,Reject
83595,708,86113,Approve
113197,606,44463,Reject
112318,698,98905,Reject
60029,630,50836,Reject
109023,701,31688,Approve
81324,655,37202,Reject
81962,823,27188,Approve
69042,698,73326,Reject
117601,788,34135,Approve
106380,819,54657,Approve
114859,835,20558,Approve
75957,604,72085,Reject
112864,629,132298,Reject
73739,621,46195,Reject
68733,744,34443,Approve
75389,737,84286,Approve
59715,798,117550,Reject
69116,795,43215,Approve
86922,769,25949,Approve
86251,626,60411,Reject
91794,726,69221,Approve
47580,734,149410,Reject
30823,622,135877,Reject
37084,674,88438,Reject
107991,716,82521,Approve
40607,735,99298,Reject
112455,607,40724,Reject
114930,700,96844,Reject
106355,604,110795,Reject
41969,798,91431,Reject
93059,685,125854,Reject
47333,827,42081,Reject
107236,729,122214,Reject
66668,815,64732,Approve
41945,778,149808,Reject
76526,793,110182,Reject
77717,839,107904,Reject
89426,611,76867,Reject
114166,646,111374,Reject
118896,833,76899,Approve
108349,782,22155,Approve
34601,625,49903,Reject
42930,701,126260,Reject
34333,719,49393,Reject
100935,772,147277,Reject
47839,789,66509,Reject
81337,669,127867,Reject
70204,814,68234,Approve
50195,601,103835,Reject
57848,625,116783,Reject
119229,613,142606,Reject
70854,681,50101,Reject
80998,701,34213,Approve
97390,784,146685,Reject
61558,631,147927,Reject
32985,661,24351,Reject
91794,714,60236,Approve
73585,849,33241,Approve
114814,805,108987,Reject
70264,629,139952,Reject
63326,740,42179,Approve
114816,767,111659,Reject
89261,630,67665,Reject
64022,636,81242,Reject
45667,772,24455,Reject
48065,701,60459,Reject
117191,727,80899,Approve
40006,685,37597,Reject
101819,658,75591,Reject
75076,627,128636,Reject
98861,721,66209,Approve
80393,660,29052,Reject
33143,746,127485,Reject
87505,770,131075,Reject
42417,786,55691,Reject
61300,615,37816,Reject
58896,668,85876,Reject
80629,643,76533,Reject
57606,712,128873,Reject
69916,793,34206,Approve
91330,737,51518,Approve
37551,774,21198,Reject
86422,618,144347,Reject
97782,683,57064,Reject
95391,692,68744,Reject
93411,816,98566,Approve
103185,808,142874,Reject
30888,778,40577,Reject
87135,842,68230,Approve
59424,740,50248,Approve
71559,790,142801,Reject
41075,836,101046,Reject
52699,743,127787,Reject
77972,845,24934,Approve
39950,780,44927,Reject
35413,762,141298,Reject
69305,699,45877,Reject
33569,786,97367,Reject
96778,638,39471,Reject
60085,666,58841,Reject
106023,672,102375,Reject
113845,831,25853,Approve
66163,788,56018,Approve
79592,649,78501,Reject
117151,652,20257,Reject
87333,645,112221,Reject
38039,651,135169,Reject
38198,723,115708,Reject
64354,756,49671,Approve
33824,604,24730,Reject
80420,794,31305,Approve
119535,673,70548,Reject
33436,694,52116,Reject
70857,674,123722,Reject
46057,808,123475,Reject
31310,767,148378,Reject
105355,832,140761,Reject
108993,799,108979,Reject
96013,715,42839,Approve
90022,729,30818,Approve
38906,667,26202,Reject
39868,789,132943,Reject
48546,679,58946,Reject
102855,832,37031,Approve
63149,785,33298,Approve
97381,704,119915,Reject
53684,812,146705,Reject
59858,668,114700,Reject
75330,785,114698,Reject
89204,762,85311,Approve
55293,741,79612,Approve
86869,742,138572,Reject
34629,733,132212,Reject
35704,615,50842,Reject
31776,686,80098,Reject
87255,723,115333,Reject
78281,822,116026,Reject
61236,833,41366,Approve
96780,773,121890,Reject
31333,790,113496,Reject
99205,739,44057,Approve
113120,640,26080,Reject
80946,718,98317,Approve
85333,618,135446,Reject
57277,675,132275,Reject
80606,708,51942,Approve
31933,718,37016,Reject
63514,804,44232,Approve
119893,712,80928,Approve
92958,601,20329,Reject
36827,619,80363,Reject
60844,718,50595,Approve
30792,694,25446,Reject
69695,736,142889,Reject
113187,620,97781,Reject
72510,607,128670,Reject
69137,766,135672,Reject
114610,764,86204,Approve
103410,628,145158,Reject
112212,810,66094,Approve
69632,634,118066,Reject
66790,836,34822,Approve
113568,637,36825,Reject
60885,689,72077,Reject
95214,802,24020,Approve
106544,827,42061,Approve
74870,762,44849,Approve
78110,667,73865,Reject
35171,730,45602,Reject
39589,708,137061,Reject
48077,710,114460,Reject
94874,611,111669,Reject
102246,631,55894,Reject
115772,774,55701,Approve
68227,662,143327,Reject
44937,753,39752,Reject
39754,642,48269,Reject
55688,706,108436,Reject
37048,804,122110,Reject
52568,771,49140,Approve
105019,637,133399,Reject
47545,628,41639,Reject
112949,654,84320,Reject
75217,651,28066,Reject
78122,714,146876,Reject
63746,618,97045,Reject
38709,634,28261,Reject
55358,647,98304,Reject
41023,832,112689,Reject
58756,818,24585,Approve
93175,709,73750,Approve
84281,787,47632,Approve
79289,630,58585,Reject
88097,602,20116,Reject
106681,762,35616,Approve
116728,687,103733,Reject
77259,651,133246,Reject
48839,670,49590,Reject
57410,650,135591,Reject
41447,655,85436,Reject
116569,698,114635,Reject
105665,620,117394,Reject
43907,728,28685,Reject
51637,707,140893,Reject
68196,652,89394,Reject
52369,605,34138,Reject
32589,830,116752,Reject
53560,825,39067,Approve
33034,681,73327,Reject
30169,789,122034,Reject
33239,816,59396,Reject
33415,678,139829,Reject
115488,646,131186,Reject
106944,695,58211,Reject
33484,705,119844,Reject
83987,840,116516,Reject
48225,777,93624,Reject
110459,681,60727,Reject
91104,630,34464,Reject
50936,791,69777,Approve
69612,756,130875,Reject
114946,742,35406,Approve
69952,657,140660,Reject
88945,622,99035,Reject
117399,765,91698,Approve
35380,640,84086,Reject
80298,802,26797,Approve
116246,614,24858,Reject
110821,686,86373,Reject
57260,602,144895,Reject
62879,810,87551,Approve
46143,600,145959,Reject
79744,815,139844,Reject
102949,840,148597,Reject
61578,674,142951,Reject
110262,821,80796,Approve
87331,841,85509,Approve
93815,738,68393,Approve
101519,787,27234,Approve
49178,830,90284,Reject
105857,792,48454,Approve
90197,675,85599,Reject
66366,603,60989,Reject
82955,624,48547,Reject
71911,799,73804,Approve
113422,806,75941,Approve
83619,770,43567,Approve
74296,693,22325,Reject
52791,767,91386,Approve
38301,695,89908,Reject
65779,707,75516,Approve
66894,698,148192,Reject
109618,812,41149,Approve
79250,694,109111,Reject
100994,699,22879,Reject
71770,690,120492,Reject
52300,643,104701,Reject
98235,799,97849,Approve
59485,786,104065,Reject
70285,727,102195,Reject
96555,622,34908,Reject
62471,789,149915,Reject
78671,622,37650,Reject
50270,833,146853,Reject
118151,785,92112,Approve
43698,654,56872,Reject
102265,760,129439,Reject
69729,676,133508,Reject
41171,662,145860,Reject
109483,702,87855,Approve
90684,843,116003,Reject
85165,659,101951,Reject
79948,826,135539,Reject
64725,788,143484,Reject
49450,679,134142,Reject
43300,803,113311,Reject
114600,788,75020,Approve
34441,694,95792,Reject
49332,668,60488,Reject
50115,713,97272,Approve
117404,703,112460,Reject
71997,707,120111,Reject
116151,688,64819,Reject
43615,620,81481,Reject
44732,730,83241,Reject
55367,775,75347,Approve
72738,609,141019,Reject
30981,686,91599,Reject
92881,808,128694,Reject
88609,769,142099,Reject
117090,826,81216,Approve
111666,816,89098,Approve
114351,793,72350,Approve
38566,690,85228,Reject
101885,773,90040,Approve
40728,736,126289,Reject
113911,722,128388,Reject
117350,776,117891,Reject
66214,603,32631,Reject
87935,787,101861,Reject
117081,689,43118,Reject
75588,695,66774,Reject
48953,628,80513,Reject
98408,685,117347,Reject
104904,646,76141,Reject
64103,676,137635,Reject
100949,686,89659,Reject
79264,790,31292,Approve
50156,630,81265,Reject
43423,650,65689,Reject
68062,768,48883,Approve
72805,635,41167,Reject
31987,844,97416,Reject
92979,767,123903,Reject
67597,694,20071,Reject
113905,787,52234,Approve
57868,614,128653,Reject
106970,677,144016,Reject
93805,826,25516,Approve
110084,815,98055,Approve
46636,757,65037,Reject
87467,757,28234,Approve
47007,754,24360,Reject
106864,840,120135,Reject
