Id,Location,Size,Price
18353,Miami,2763,189307
18354,Boston,2658,430954
18355,Austin,4992,389142
18356,Dallas,1526,432842
18357,New York,1663,1192516
18358,San Diego,2013,273092
18359,Dallas,3785,247149
18360,Seattle,3819,811027
18361,Miami,2788,772715
18362,Chicago,4083,931940
18363,San Diego,3882,304956
18364,Boston,3053,923234
18365,Miami,1667,450116
18366,Los Angeles,1847,1433798
18367,Seattle,942,1238469
18368,Denver,1621,251995
18369,Dallas,2951,1391238
18370,Dallas,3778,632239
18371,Denver,3014,339629
18372,San Diego,708,562127
18373,Seattle,1609,1243218
18374,Austin,4019,474467
18375,Boston,3139,989770
18376,Denver,2397,420642
18377,Los Angeles,4033,1307022
18378,Dallas,4184,545552
18379,Chicago,2382,649707
18380,San Diego,2603,472268
18381,Boston,3690,1144806
18382,San Diego,4105,1179177
18383,New York,4468,1239392
18384,Los Angeles,4485,1027020
18385,Denver,992,1174628
18386,Austin,1746,431130
18387,Seattle,4721,814451
18388,New York,3461,504544
18389,Seattle,3032,1099771
18390,New York,2274,979755
18391,New York,3866,675024
18392,Boston,1895,866759
18393,Los Angeles,4133,349078
18394,New York,939,779873
18395,Seattle,1803,1108365
18396,Los Angeles,4555,704026
18397,Austin,1825,1134210
18398,Chicago,2886,1189979
18399,Los Angeles,1246,663835
18400,Los Angeles,855,934532
18401,Dallas,3506,1175730
18402,Los Angeles,4745,1335605
18403,Dallas,4105,378547
18404,Seattle,3964,1058515
18405,Chicago,4021,473620
18406,Denver,2403,1078401
18407,Los Angeles,2661,1188493
18408,San Diego,3749,249889
18409,Los Angeles,2223,829469
18410,Dallas,1654,1368634
18411,Dallas,4059,1377450
18412,Austin,634,911012
18413,Los Angeles,4055,366291
18414,Dallas,2067,395590
18415,New York,2117,845622
18416,Los Angeles,3323,747763
18417,Austin,647,1083269
18418,Chicago,963,1171973
18419,Austin,3252,863747
18420,Miami,3331,102166
18421,Dallas,3593,833130
18422,Miami,2649,291793
18423,Seattle,1874,490527
18424,Boston,4695,799617
18425,Seattle,2729,772843
18426,Seattle,1345,604659
18427,Miami,1963,781850
18428,Miami,4855,703753
18429,San Diego,1812,1138153
18430,New York,3693,416914
18431,New York,4585,801597
18432,Chicago,783,695151
18433,New York,883,1122516
18434,Austin,4414,468459
18435,San Diego,772,121219
18436,Dallas,3521,866423
18437,New York,4563,171730
18438,Dallas,891,286394
18439,Dallas,3042,867340
18440,Dallas,2640,532471
18441,Chicago,1203,746375
18442,Austin,3534,630814
18443,Denver,4728,301667
18444,New York,4972,971022
18445,Miami,1070,1243924
18446,New York,4780,1315436
18447,Denver,2047,600076
18448,Chicago,2973,1080072
18449,Miami,4847,1478926
18450,Dallas,3804,984366
18451,Boston,4831,191560
18452,Seattle,2870,1323924
18453,New York,1537,663245
18454,Denver,3902,116020
18455,San Diego,1033,1237719
18456,San Diego,4764,452341
18457,Los Angeles,4558,939792
18458,Boston,2431,807129
18459,Austin,1751,833025
18460,New York,1741,1445023
18461,Chicago,1372,945984
18462,Chicago,2314,353265
18463,Seattle,4385,1302284
18464,Los Angeles,3057,877758
18465,Denver,3671,969158
18466,Dallas,2330,1069948
18467,New York,4394,641661
18468,Dallas,1382,862093
18469,Miami,3210,728864
18470,Miami,883,225160
18471,Austin,1750,1212044
18472,Boston,3874,1084502
18473,Seattle,2539,196065
18474,Chicago,4531,1495069
18475,Denver,3664,873853
18476,Austin,2024,985109
18477,Los Angeles,3776,1104445
18478,Dallas,1343,319737
18479,New York,832,1220894
18480,Denver,3339,807405
18481,Chicago,1737,568819
18482,Austin,1282,853892
18483,New York,4124,127619
18484,Seattle,3382,100961
18485,Boston,2157,1478073
18486,Denver,3223,1013654
18487,Dallas,2959,101606
18488,Seattle,1355,582346
18489,Austin,871,1344346
18490,Miami,4451,150757
18491,Seattle,2123,112858
18492,Chicago,2331,1034216
18493,Chicago,4267,153363
18494,Dallas,4783,179633
18495,Denver,2594,877623
18496,San Diego,4608,514099
18497,Chicago,4249,678646
18498,Boston,2272,1159209
18499,Miami,2291,1274293
18500,Seattle,1253,1311860
18501,Boston,1798,763257
18502,Miami,2951,394708
18503,Denver,1721,1211589
18504,New York,2785,1424288
18505,San Diego,4942,392633
18506,San Diego,3358,1338421
18507,Austin,4337,1273539
18508,New York,3567,777440
18509,Miami,4451,805974
18510,Dallas,4433,734112
18511,San Diego,2349,1023402
18512,Chicago,4256,1035458
18513,Los Angeles,1894,447471
18514,Dallas,4478,524175
18515,Miami,901,1167478
18516,Miami,1160,646627
18517,Austin,4714,957499
18518,Miami,4542,1228560
18519,Chicago,4445,972929
18520,Dallas,3994,873333
18521,San Diego,4483,596377
18522,New York,3567,1201218
18523,San Diego,2710,1478788
18524,Chicago,3065,599667
18525,Denver,2892,1468455
18526,Chicago,4545,198509
18527,San Diego,4621,128416
18528,Seattle,2577,1394920
18529,Boston,4632,726764
18530,Seattle,896,838847
18531,New York,4963,719172
18532,Denver,1305,1093780
18533,New York,2054,1378160
18534,Seattle,4001,850866
18535,Los Angeles,884,533252
18536,Chicago,4226,797960
18537,Austin,1897,219527
18538,Chicago,2360,886240
18539,Miami,2357,1470849
18540,Chicago,1150,649269
18541,New York,3647,612244
18542,Chicago,2015,552913
18543,Denver,830,814042
18544,Austin,3705,295806
18545,Austin,609,840095
18546,Los Angeles,1906,526526
18547,New York,4685,834819
18548,Dallas,1971,432203
18549,San Diego,1996,1449937
18550,Denver,3359,568002
18551,Austin,1511,609355
18552,San Diego,3609,547246
18553,Chicago,2442,227067
18554,New York,2898,470740
18555,San Diego,4746,905353
18556,Chicago,2957,356604
18557,Boston,1642,666912
18558,Los Angeles,4868,739521
18559,San Diego,4853,534588
18560,Seattle,4604,498177
18561,Chicago,886,569419
18562,Seattle,2713,1040447
18563,Denver,2960,733534
18564,Boston,1831,134004
18565,Austin,2347,1157936
18566,Chicago,3645,175277
18567,Chicago,2269,261593
18568,Austin,2638,496988
18569,Denver,651,1404737
18570,Chicago,2973,341934
18571,Miami,2281,561071
18572,San Diego,3900,547892
18573,Seattle,2503,1110922
18574,Dallas,4713,845646
18575,Miami,3364,561638
18576,New York,3341,1491447
18577,New York,3692,1030623
18578,Miami,2794,699751
18579,Dallas,2799,1102134
18580,San Diego,1850,1492590
18581,Boston,3244,1160559
18582,New York,4398,229160
18583,Seattle,2422,1252000
18584,Miami,3395,701696
18585,Boston,4963,509135
18586,Chicago,1915,851266
18587,Miami,771,1393177
18588,Los Angeles,3517,1049933
18589,San Diego,2523,701516
18590,New York,4154,619242
18591,Dallas,2822,348219
18592,Boston,1519,1085485
18593,San Diego,3575,943579
18594,Chicago,3063,515063
18595,Austin,1317,430906
18596,Boston,2668,1323185
18597,Chicago,747,277121
18598,Miami,1346,1372149
18599,Miami,2519,1097846
18600,Chicago,2294,901357
18601,New York,974,1205735
18602,San Diego,4625,691310
18603,Dallas,2185,900544
18604,Seattle,4436,929986
18605,Denver,1475,997017
18606,Los Angeles,2431,155763
18607,Austin,849,560104
18608,Los Angeles,927,421509
18609,Dallas,4724,256460
18610,Seattle,2877,565987
18611,Miami,1375,764482
18612,Chicago,2252,566492
18613,Denver,3916,510146
18614,Denver,1259,227552
18615,Austin,1343,546597
18616,Boston,1962,618974
18617,Boston,3536,1196900
18618,Dallas,3873,1272309
18619,San Diego,3457,330339
18620,Miami,2952,1132051
18621,Dallas,3119,716146
18622,New York,1425,1268633
18623,Los Angeles,3925,804195
18624,Dallas,1458,1250184
18625,Los Angeles,3679,194624
18626,Los Angeles,1237,116806
18627,Dallas,4373,116045
18628,New York,4831,1302842
18629,Seattle,832,789982
18630,Miami,4595,707443
18631,Chicago,3019,306876
18632,Los Angeles,2014,1295033
18633,Austin,4126,624061
18634,Boston,1208,1064661
18635,Chicago,4394,675748
18636,Denver,2838,382264
18637,Denver,4209,1100433
18638,Boston,697,726159
18639,Denver,1932,694330
18640,Denver,1427,698586
18641,Los Angeles,4283,1032582
18642,Dallas,1347,1072979
18643,San Diego,3849,1010372
18644,Boston,3947,460039
18645,San Diego,666,540003
18646,Austin,2466,444723
18647,Chicago,1755,197233
18648,Boston,4720,822738
18649,Austin,4161,291887
18650,Boston,2509,1251438
18651,San Diego,4201,886462
18652,Seattle,1689,367494
18653,Seattle,3282,1352303
18654,Los Angeles,2164,569188
18655,Dallas,3057,1492114
18656,San Diego,2316,187516
18657,Denver,2621,928176
18658,San Diego,4219,419482
18659,Seattle,4421,385284
18660,Los Angeles,2767,1003041
18661,Denver,2972,229110
18662,Chicago,4725,298101
18663,New York,2572,929576
18664,New York,3785,1105856
18665,Miami,2549,959901
18666,Denver,2916,406628
18667,New York,4176,1432610
18668,Boston,1140,1300618
18669,Los Angeles,2808,592217
18670,New York,698,1256063
18671,Austin,1914,1376487
18672,San Diego,3185,1416403
18673,Dallas,1940,818709
18674,Los Angeles,4328,1213590
18675,Boston,2039,618037
18676,Seattle,4980,424596
18677,New York,3500,306618
18678,Chicago,2560,196806
18679,San Diego,1815,294790
18680,Austin,1375,426293
18681,Los Angeles,2397,463107
18682,Seattle,4319,866900
18683,Miami,1567,642006
18684,Los Angeles,2818,742502
18685,Chicago,4977,195028
18686,Los Angeles,2524,577518
18687,Miami,654,367690
18688,Seattle,1169,1246843
18689,Chicago,2252,1484842
18690,Austin,2407,421925
18691,Miami,4948,978823
18692,Austin,1413,518793
18693,Denver,4996,1096147
18694,Denver,2062,291154
18695,Seattle,1979,370071
18696,Chicago,2032,1410951
18697,Los Angeles,1464,588273
18698,San Diego,766,603001
18699,Los Angeles,3295,1470605
18700,Los Angeles,879,130457
18701,Dallas,606,1305300
18702,San Diego,1657,789031
18703,Chicago,700,736801
18704,Boston,3443,241750
18705,Austin,4677,655942
18706,Chicago,4609,145378
18707,San Diego,1314,559642
18708,Los Angeles,3653,1466469
18709,Los Angeles,3624,438850
18710,Denver,2136,671828
18711,New York,1158,1342973
18712,Los Angeles,3882,894243
18713,Miami,3698,1377882
18714,Seattle,4694,1030906
18715,Dallas,1505,290779
18716,Seattle,2753,138479
18717,Los Angeles,3405,989926
18718,San Diego,3651,1085483
18719,Austin,4684,538452
18720,Los Angeles,2622,1049056
18721,Austin,3448,749160
18722,Dallas,1252,1473720
18723,Miami,2474,1020565
18724,San Diego,4580,1018216
18725,Chicago,1618,223713
18726,San Diego,3220,394773
18727,Denver,1445,606264
18728,New York,4888,1311739
18729,Seattle,3373,330529
18730,San Diego,2029,1232998
18731,Chicago,3077,358206
18732,Dallas,3231,1253697
18733,San Diego,4546,1064340
18734,San Diego,2137,1226438
18735,New York,3775,229444
18736,Miami,3296,1073190
18737,Chicago,3815,1153844
18738,Boston,3211,553848
18739,Boston,956,405591
18740,Dallas,3272,649529
18741,Miami,1427,487773
18742,Miami,4287,1231296
18743,Chicago,3266,226159
18744,Seattle,3626,236180
18745,Dallas,3552,310241
18746,Dallas,637,605146
18747,Boston,4452,1260105
18748,Dallas,1652,480435
18749,Miami,4701,188276
18750,Denver,1711,449404
18751,Chicago,3366,292574
18752,Austin,2063,467462
18753,Chicago,4726,1418101
18754,Miami,1942,823878
18755,Chicago,3373,162283
18756,Los Angeles,4110,1254797
18757,Chicago,3297,1093393
18758,Chicago,4090,550517
18759,Dallas,1668,1084613
18760,Miami,1250,438828
18761,San Diego,2908,210334
18762,Austin,4813,1469619
18763,San Diego,2686,260473
18764,Miami,2243,343018
18765,Miami,4558,851948
18766,San Diego,4066,1219784
18767,Austin,733,451715
18768,Boston,3460,340794
18769,Denver,1551,1062952
18770,Seattle,1922,730695
18771,Boston,4962,194187
18772,Dallas,4658,1491834
18773,Chicago,2282,1204051
18774,Austin,2294,619985
18775,Seattle,3059,1052752
18776,Los Angeles,2883,896917
18777,Miami,4271,722101
18778,Miami,2317,400404
18779,Dallas,1037,927331
18780,Denver,2638,1101397
18781,Austin,4903,1435477
18782,Los Angeles,2505,763306
18783,Seattle,655,267427
18784,Chicago,4199,1414249
18785,New York,2509,862819
18786,Austin,4796,604282
18787,Denver,2805,1088369
18788,Dallas,3926,274258
18789,Austin,1855,1051547
18790,Boston,3404,481314
18791,San Diego,4165,878554
18792,Austin,3071,847264
18793,Chicago,4712,1326437
18794,New York,2578,1187486
18795,Los Angeles,3496,880223
18796,Seattle,4613,1063687
18797,Chicago,3152,427144
18798,San Diego,4895,342630
18799,San Diego,4089,1131405
18800,Austin,3667,1357432
18801,Chicago,4988,1415305
18802,San Diego,3237,315043
18803,San Diego,3714,746144
18804,New York,3653,204526
18805,San Diego,4361,308332
18806,Chicago,3630,1075665
18807,Seattle,1603,237192
18808,Los Angeles,1398,790015
18809,Dallas,2546,1334861
18810,Seattle,1405,343446
18811,Chicago,973,350530
18812,Chicago,3634,528279
18813,New York,1250,335228
18814,Boston,2556,1322668
18815,New York,1643,704723
18816,Boston,4533,1253932
18817,Dallas,4588,1300132
18818,San Diego,4003,285707
18819,Los Angeles,2788,1397706
18820,Seattle,966,1441246
18821,Seattle,3904,586668
18822,Austin,2477,1399896
18823,San Diego,1708,1285759
18824,Chicago,4814,981891
18825,Seattle,2253,1489127
18826,San Diego,2329,104663
18827,Dallas,4953,375655
18828,San Diego,646,670489
18829,Dallas,703,1325066
18830,Austin,3664,386154
18831,Denver,4227,639982
18832,Los Angeles,1504,937407
18833,Denver,2036,1222057
18834,Chicago,1386,367294
18835,New York,2505,416459
18836,Los Angeles,4467,319598
18837,Chicago,4606,1028279
18838,Chicago,2428,463172
18839,Seattle,4912,748935
18840,San Diego,1419,1405196
18841,Los Angeles,3919,997628
18842,Boston,3222,1478007
18843,Seattle,4329,886557
18844,Miami,4594,303182
18845,San Diego,4651,1217197
18846,Austin,4631,513958
18847,New York,896,1223638
18848,Dallas,4998,886175
18849,Miami,2994,664900
18850,San Diego,1517,841129
18851,Austin,3755,723634
18852,Denver,1531,987574
18853,Boston,3634,495109
18854,Denver,2411,1356622
18855,Austin,4598,1023966
18856,Chicago,4582,808899
18857,Austin,3763,208706
18858,New York,3604,1172869
18859,Chicago,1143,694860
18860,Seattle,894,565082
18861,Miami,3440,664650
18862,Boston,2574,1297440
18863,Austin,1869,250789
18864,San Diego,2445,225319
18865,Austin,1068,1088852
18866,Austin,3601,1270755
18867,Miami,2807,1064717
18868,New York,1525,988646
18869,Denver,4860,1128955
18870,Boston,2425,1171177
18871,San Diego,1428,655928
18872,Boston,4426,1021898
18873,Boston,1914,1024526
18874,San Diego,2721,1348866
18875,Austin,3968,1347111
18876,Denver,891,491115
18877,Denver,4422,519653
18878,Seattle,3344,1452932
18879,Denver,4441,1056043
18880,Dallas,4320,244080
18881,Seattle,642,1271501
18882,Miami,1016,655423
18883,Chicago,1531,1387310
18884,Seattle,2239,453438
18885,Los Angeles,3767,1123670
18886,New York,622,233079
18887,New York,3143,1437911
18888,Chicago,4845,1363252
18889,Austin,1465,942959
18890,Los Angeles,3678,1173769
18891,Dallas,4772,918747
18892,Los Angeles,4355,980318
18893,Seattle,1781,135242
18894,Seattle,4176,1474643
18895,Seattle,2674,853277
18896,Denver,1486,1243701
18897,New York,2012,1357018
18898,Chicago,2005,897394
18899,San Diego,3541,775909
18900,Boston,3734,488641
18901,Los Angeles,3800,460332
18902,Austin,2405,1337505
18903,Seattle,1220,121053
18904,Denver,4731,865818
18905,Dallas,1655,406330
18906,Denver,1344,981713
18907,Denver,1903,1184533
18908,Denver,1155,541503
18909,Boston,3950,1122964
18910,Austin,4947,487209
18911,Denver,2884,363696
18912,Boston,688,1333255
18913,Austin,2578,800725
18914,Chicago,3053,436941
18915,Denver,3794,512431
18916,Los Angeles,3424,388031
18917,Seattle,1680,1194515
18918,Boston,1882,1346950
18919,Dallas,3980,1448535
18920,Denver,951,156469
18921,Austin,3439,565303
18922,Boston,967,110897
18923,Boston,3390,898816
18924,Dallas,2027,1311057
18925,Dallas,3497,1103708
18926,Denver,1559,1271897
18927,San Diego,1289,1171602
18928,Dallas,3858,811085
18929,Seattle,731,585085
18930,Miami,2352,611511
18931,Miami,2761,336158
18932,Denver,3220,688572
18933,Miami,3060,573970
18934,Miami,2877,777345
18935,Austin,3865,1245051
18936,San Diego,4656,1037105
18937,Denver,1900,626303
18938,Austin,4449,1258491
18939,Seattle,3110,877429
18940,Seattle,4838,804581
18941,Dallas,4438,326102
18942,Austin,3997,353008
18943,New York,3768,1176464
18944,Los Angeles,3973,1130990
18945,Austin,1312,972474
18946,Los Angeles,3198,952884
18947,Dallas,1232,880346
18948,New York,2187,312201
18949,Denver,4513,316232
18950,San Diego,2001,1212154
18951,Los Angeles,1016,113483
18952,Chicago,3234,1019130
18953,Los Angeles,1112,1408591
18954,Dallas,3186,889427
18955,New York,2977,867185
18956,Boston,3101,1070187
18957,Dallas,1824,358003
18958,Austin,3416,1057225
18959,Chicago,1711,1324903
18960,Dallas,3226,774547
18961,Boston,2754,1440355
18962,Denver,1774,1106200
18963,Chicago,4984,1372911
18964,Chicago,2963,681165
18965,Seattle,4876,1072690
18966,San Diego,3644,1421828
18967,Miami,2561,925981
18968,Chicago,1190,680419
18969,Dallas,2938,584202
18970,Denver,4978,1050176
18971,Chicago,4111,133955
18972,Seattle,3940,1397108
18973,Seattle,4506,537011
18974,Los Angeles,2431,1249813
18975,Miami,3202,1307468
18976,Austin,1895,522243
18977,Dallas,602,450746
18978,Chicago,3676,341701
18979,Denver,1791,590581
18980,Boston,685,571514
18981,Denver,2571,874535
18982,Boston,3641,844736
18983,Boston,3571,1322585
18984,Chicago,964,530665
18985,Boston,2011,584395
18986,Denver,4430,851501
18987,Los Angeles,945,1297139
18988,Seattle,4510,207322
18989,New York,4110,1433830
18990,Los Angeles,2127,1068214
18991,Boston,3947,769509
18992,Los Angeles,2292,223931
18993,Dallas,1943,519164
18994,Boston,729,364697
18995,Los Angeles,2056,834786
18996,Austin,1484,240280
18997,Austin,4762,1389445
18998,Denver,2957,520144
18999,Miami,4605,639865
19000,Austin,1686,782245
19001,Miami,2934,295659
19002,Boston,2274,1352495
19003,San Diego,1234,388660
19004,Denver,955,501586
19005,Austin,747,999589
19006,New York,3505,493571
19007,Dallas,707,205861
19008,Los Angeles,4910,1454216
19009,New York,2837,308320
19010,Miami,3336,757675
19011,Seattle,4094,314320
19012,Austin,2467,1485577
19013,San Diego,2527,758941
19014,Denver,681,667031
19015,Austin,2771,545584
19016,Denver,1023,178687
19017,Seattle,4999,809287
19018,Seattle,3123,1120427
19019,Seattle,2925,701307
19020,Miami,3104,216552
19021,New York,1493,1146568
19022,New York,4649,840421
19023,New York,3929,320352
19024,Miami,3394,1138414
19025,New York,1496,848345
19026,Chicago,4285,256950
19027,New York,3062,1319425
19028,Chicago,950,734396
19029,Austin,711,1319211
19030,Miami,3766,526129
19031,San Diego,3651,1453117
19032,Los Angeles,4481,939196
19033,New York,2975,132339
19034,Seattle,2716,477071
19035,New York,1338,467286
19036,Seattle,1441,416766
19037,Chicago,2267,1404283
19038,Denver,3661,587799
19039,Austin,1497,345377
19040,Denver,1658,144702
19041,Los Angeles,978,1368483
19042,Seattle,2201,1250905
19043,San Diego,3843,609143
19044,Seattle,2655,1076685
19045,Miami,3247,970529
19046,Boston,3798,191582
19047,Austin,2174,986247
19048,San Diego,2063,1053820
19049,Chicago,3668,749678
